text_clean,label_bin
pierde la forma enseguida así que después de un par de usos no encaja bien y hay que tener cuidado al echar las masas porque si son muy líquidas se salen,Negativo
es un buen producto calienta la comida muy bien en minutos ideal para viajar estoy muy contento lo recomendó,Positivo
hoy los usamos por primera vez todo muy bien hasta que uno de los walkies dejo de escucharse no me da la opción ni de apagar,Negativo
son muy bonitos pero extremadamente pequeños no me fijé en las medidas y no me cogen los cactus que quiero,Positivo
está muy bien es gordita muy bonita pero bien roto el plástico de envolver y llegó un poco sucia,Positivo
muy malos audífonos funcionan bien pero de repente dejan de funcionar la batería no dura nada,Negativo
a mis hijos de y años les encanta historias simples pero con contenido,Positivo
al principio no me daban alergia pero parece al cabo de dias me han causado alergia y me los he tenido que quitar,Negativo
todo y que no era para mi era ara una amiga el protector esta bien pero es muy pequeño no cubre toda la pantalla,Positivo
el articulo llegó en perfectas condiciones en el plazo estimado todo perfecto estamos muy contentos con el funciona perfectamente las posiciones son totalmente factibles,Positivo
se pegan bien pero no es como en la foto he tenido que pintarlos por que son demasiado claros,Positivo
la compré para tener una segunda batería cuando salgo de viaje la he usado y es de muy buena calidad,Positivo
el juguete me ha llegado usado cuando le he abierto la parte de atrás del cartón estaba rota por que el delfin no estaba sujeto y tiene los tornillos sin ajustar tiene pequeños golpes y algunas partes como el ojo están ralladas,Negativo
el libro fue un regalo para navidades y la persona en cuestión quedó muy contenta no puedo decir mucho mas,Positivo
pues nada más utilizar una al cogerla ya se rompió por arriba lo siento pero no puedo decir que sean muy buenas,Negativo
articulo muy interesante,Positivo
no me reconoce los dispositivos,Negativo
inicialmente parece robusta y q esta bien cosida pero no una semana de uso a aguantado uno de los laterales se a descosido enterito y lo peor es q tras llevarlo a arreglar me han dicho q no tiene solución mi recomendacion procurad buscar una q no tenga costuras laterales,Negativo
es un libro muy ameno para el público en general,Positivo
todo perfecto exactamente lo pedido,Positivo
son más grandes de lo que esperaba pero todo correcto,Positivo
no me ha llegado pero cobrar si que lo han cobradoquiero que me devuelvan el dinero,Negativo
la peor compra que he hecho no sé lo que le pasa pero se queda pillado muchas veces minuto para abrir el whatsapp por ejemplo y luego está la cosa de que no quiere actualizarse el servicio de atención de huawei dice que ya le llegará la actualización a android que espero que solucione sus problemas pero creo que al mío se les olvidó actualizar hay móviles mejores por el mismo precio que éste,Negativo
todo llegó bien las voy a usar de repuesto de la original,Positivo
delas dos bombillas que enviaron sólo una funciona correctamentela otra no se enlaza con el wifi,Positivo
la goma es muy corta y se dejas las gafas colgado se te quedan pegadas a la cara y el cuello un poco más de longitud la hubiese hecho bastante más eficaz no le doy el aceptable,Negativo
descripción correcta el amplificador no parece funcionar,Positivo
muy completo y genial para mis necesidades,Positivo
está bien para utilizar con bebé de meses es pequeña pero para utilizarla para ocasiones está bien porque hace su función,Positivo
perfecto y rápido envío,Positivo
muy buenos y resistentes he utilizado varias veces el mismo par y han aguantado muy bien seguro que volveré a comprarlos,Positivo
no sólo no me gustó la calidad del producto sino que además llegó con una madera rajada lo devolví y punto sin ningún problema,Negativo
de rapidismo y perfecto,Positivo
es un producto de calidad pero funcionalmente es algo complicado para los niños diseño no muy bueno cumple con lo esperado,Positivo
el producto llegó tarde y no pude cumplir con mi regalo llegó al día siguiente y como la entrega era en un comercio al ser sábado hasta el lunes no podré recogerlo aún no lo tengo y todo sin avisar ni por amazon ni por kwmobile,Negativo
no me hice más de tres dedos no aguanta nada se caen en min,Negativo
la calidad del plástico y de los accesorios es bastante justita si lo hubiera podido tocar antes de comprar no me lo hubiera quedado,Negativo
el plato es muy fino y pesa muy poco por lo que mi hija lo despega con facilidad de la mesa las ventosas son pequeñas y lo tira al suelo una pena porque por lo demás está bien,Negativo
el producto es de muy buena calidad se escuchan perfectos vinieron en un excelente estado y se conectan perfecto al ordenador y a la play station el problema es para el móvil y es que para conectarlo te hace falta un adaptador para la antena receptora quitando eso es un excelente producto,Positivo
son malas suela muy fina y sin goma son muy grandes y se ceden con facilidad,Negativo
producto de muy baja calidad hace muchas burbujas muy difícil de instalar,Negativo
lo he usado veces y se ha roto apenas le entran cosas si eres alto no sirve botellas y se ha roto no aguanta nada y si eres alto bastante incómodo de llevar,Negativo
no queda claro si hay un guión que abarque toda la serie o los guionistas iban introduciendo momentos impactantes según escribían los episodios visualmente es bonita es otra visión de la historia original con los mismos personajes más otros nuevos a los que hayáis visto la original completa os chocará es cuestión de olvidarse de ella y verla como una serie diferente,Positivo
le doy estrellas porque el pincel se me ha estropeado la punta se queda abierta y no puedes hacerte la linea muy fina por lo demás me gusta me lo compre en octubre y todavía me queda bastante,Positivo
se degradan tengo mis dudas no estan mal pero son muy caras con respecto a la competencia,Positivo
la mochila es bonita sigue la moda y es cómoda la calidad de construcción es buena y aparentemente no muestra signos de desgaste después de casi un año de uso me hubiese gustado que tuviese más apartados para guardar diferentes objetos aún así está bien provista de bolsillos y las cremalleras punto crítico son duraderas y no ofrecen dificultad de uso producto recomendable,Positivo
los colores son mucho más pálidos y la goma estrecha,Negativo
el producto es tal como se presenta aparentemente el producto parece de buena calidad y se ajusta perfectamente al apple pencil,Positivo
es un buen monopie con una buena altura lo noto poco estable a la hora de hacer una toma con un par de segundos de exposición,Positivo
set de velas perfumadas como podéis ver en la foto son monisimas la caja es ideal para regalar ese era mi objetivo pero la he recibido y las quiero para mi nada más abrir la caja ya desprende el olor tan agradable que tienen una vela huele a gardenia otra a jazmín la otra a lavanda y por último a vainilla son de cera de soja por natural tiene una larga duración de unas horas estoy súper contenta de haberlas comprado,Positivo
no es de verano no transpira apenas y se llena de sudor si no la pusieran como gorra de verano le daría seguramente o estrellas porque los materiales no son malos y la gorra en sí está bien pero como gorra transpirable y para llevar con el sol del verano vale muy poco,Negativo
el suelo queda algo mejor pero para el precio q es hasta es mejor ahorrar para pulirlo xq además se gasta muy rápido,Negativo
queda perfecto y cuando lo pones no da la sensación en ningún momento que el movil lleve protector lástima que a los dos diasal mínimo golpe se me ha roto por diferentes puntos,Positivo
después de unos meses y ya no funciona el micrófonoespero que la garantía se haga cargo,Negativo
tengo dos carros y en los dos lo he colocado perfectamente sirve para botellas de distintos tamaños y quedan bien sujetas genial para tener su agua a mano o para dejar tu refresco y poder seguir llevando el carro sin problema el accesorio de colgar genial para llevar las bolsas,Positivo
el control remoto en algunos menús no funciona bién lo he solucionado con un tecado ratón bluetooth se echa en falta algún usb más por lo demás el producto funciona perfecto,Positivo
lo imaginaba más largo pero son muy bonitos,Positivo
no recomendableno tiene que ver nada el producto que ofertan con el de mi tabletes incompatible totalmenteno se corresponde al modelo spc,Negativo
hasta hora me ha resultado muy bien para activarlo fue complicado porque en la web de mcafee no aparecía ningún lugar para hacerlo finalmente lo logré pero con mucho tiempo veremos cuando haya que renovarlo,Positivo
producto fiel a las imágenes y auténtico,Positivo
me ha gustado su sonido son cómodos aunque a mi se me tienden a caer si muevo mucho la cabeza debo de tener las orejas pequeñas me gusta que el indicador led avise cuando se ha cargado y que una vocecita en inglés eso sí estamos en españa te avise cuando se encienden cuando se apagan cuando te alejas del móvil y se pierde la conexión bluetooth y cuando se recupera la conexión también los he probado para ver pelis en el ordenador se escucha bien lo único que echo de menos es que se pudiera pausar la película desde los auriculares al igual que pausas una canción cuando reproduces música desde el móvil contenta con la cajita que trae para guardarlos y protegerlos compré uno para mi pareja y otro para mi y estoy satisfecha los recomiendo,Positivo
es un gran engaño pone que vienen varios trajes y realmente solo viene uno es una estafa amazon debería controlar estos artículos y estos vendedores,Negativo
lo mejor es el sistema que tiene de palanca por la rapidez con la que te permite poner y quitar la cámara en el trípode,Positivo
es muy cutre parece un trozo de cinta adhesiva negra sin mas y se despega muy descontenta con este producto,Negativo
la compré y la bateria duraba muy poco así que hice un cambio y hoy me ha llegado la nueva y si cabe aun le dura menos tiene una duración aproximada de minutos por lo que si quiere usarla tiene que estar enchufada decepción por este tema,Negativo
es muy simple no protege solo sirve para transportar parece plastico,Negativo
ha durado poco y con poco uso el sistema del enchufe es malo y no deja enchufar bien no lo volvería a comprar,Negativo
no suena muy bien se le tiene que dar muy fuerte y el bebé se aburre porque no suena si le da el,Negativo
a mi en particularmenteno me a servidosigue ladrando los pomeraniase acostumbraron al pitido y eso no le hace nadaahora voy a comprar uno que de descargaa ver si da resultadosino algún vecino me va a denunciar,Positivo
lo compré para un regalo y le ha gustado mucho buen tamaño con suficientes compartimentos para móvil llaves cartera gafasperfecto,Positivo
el producto no está mal aún no lo he probado por que ha entrado el buen tiempo,Positivo
la verdad es que duro poco tiempo pegado,Positivo
es un producto con un precio bastante bajo por lo que no esperaba mucho respecto a la calidad de los materiales no obstante cumplen bien su función ya que protegen del sol lo único malo es que las patillas vienen sueltas,Positivo
esta bastante bien aunque es algo incómodo de llevar ya que molesta en la zona de la axilas pero hace su función,Positivo
despues de leer las opiniones de algunos usuarios no estaba muy convencida de comprarla pero al final por el precio y por la confianza que da que sea gestionado por amazon decidí que lo intentaría y si me salia mal la devolvía tengo que decir que estoy gratamente sorprendida la envasadora cuenta en la parte de atrás con una cuchilla para cortar el rollo a la medida que nosotros necesitemos por la parte de delante tenemos botones el botón de sellar rojo el botón de cancelar gris y el botón de hacer el vacío y sellar verde la primera bolsa que hice salio perfecta la segunda no me acababa de hacer el vacío nunca y opte por cancelar el vacío y sellar como estuviese en esta bolsa me di cuenta que había puesto la parte rugosa de la bolsa de plástico hacia arriba digamos que los alimentos se veían borrosos entonces opte por en la siguiente bolsa poner la parte rugosa hacia abajo y la transparente hacia arriba y sorpresa funciona así que toda la gente que dice que se quedaba mucho rato haciendo el vació pero que al final no lo hacia creo que es por que ponían la parte rugosa hacia arriba que es mas dura y dificulta la extracción de aire recomiendo que siempre que vayáis a hacer el vacío pongáis la parte transparente de la bolsa hacia arriba la he usado veces mas siempre la parte transparente hacia arriba y en menos de s tenia la bolsa perfectamente al vacío y sellada por ahora la recomiendo funciona perfectamente y guardada ocupa poco espacio espero os sea de ayuda,Positivo
muchísimo más pequeño de lo esperado,Negativo
pack bien presentado como se ve en las fotos las compre porque puse las cortas en leds y la combinación con las largas normales halógenos se veían amarillas ahora se ve bien y tienen un ángulo de visión largo de colocación muy fáciles solo se le quita la anilla se coloca en el faro y con los muelles listo muy contento con el resultado y el toque moderno que le da al coche con las luces diurnas en leds,Positivo
la pulsera funcionaba perfectamente con el moto g al cambiar de teléfono no me funciona con el redmi note prime le pongo sola estrella porque no la puedo utilizar,Negativo
el producto es bueno la protección de la cadena es de cordura resistente y la u del candado viene recubierta de goma por si lo quisieses poner directamente en el disco me hubiese gustado que el primer y último eslabón que no tienen protección llevasen el mismo forrado de goma que el candado le quito una estrella porque la cerradura se atasca levemente en un de las ocasiones y le quito otra estrella porque cuesta sacar y meter la u del candado haciendo el día a día algo incómodo si tenemos en cuenta que suele estar a nivel de suelo,Positivo
el helicóptero le ha tocado a mi sobrino según me ha dicho tiene mucho rango de rc y el gyro es estable pero no utilizar con viento puede influenciar en la velocidad y movimiento y acabar en desastre usarlo en días normales o en interior si es usa en interior evitar usarlo cerca de pelo de perro que si bien en principio no los va a tocar ejerce aire sobre el suelo que levanta el pelo y se le puede enredar mantener a una distancia de vuelo mínima,Positivo
parece que graba bien pero la he devuelto porque no funciona el wifi y le compré un cable otg para conectarlo al móvil pero solo carga no me deja transferir fotos ni videos así de poco me sirve no he visto ningún comentario parecido así que imagino que será mala suerte,Positivo
muy buena calidad por el precio que tiene,Positivo
en cuanto a calidad son unos auriculares muy normalitos el sonido se escucha algo peor que ne otros que he probado y el micro es un punto débil ya que la otra persona te escucha muy lejos le doy las estrellas por el precio que tienen dos pares,Positivo
devolucion por no ser como esperaba muy sencilla,Negativo
mew está bien hecho pero me parece bastante caro para el tamaño que tiene,Negativo
se lee bien pero no me terminar de llegar la parte final no me gusto aún así para entretenerse sirve,Positivo
necesito instrucciones o un enlace para poderlo funcionar,Positivo
película mala donde las haya gastarse más de en esto es una estafa película mala argumento malo personajes que sobran la típica tía buena que no aporta nada,Negativo
venía la cadena rota,Negativo
estaba en italiano me defraudó queme dijese que estaba en español y no era verdad,Negativo
tres meses de uso casual y ya no genera ozono fue bueno mientras duró,Negativo
lo peor del producto son las condiciones en las que llega el transportista no es muy cuidadoso y llego con varios golpes en la cajade hecho el repartidor lo había reforzado con algo de precinto para evitar daños mayores aún así la tabla principal llegó rajada y tuvimos que reclamar es mucho peso y muchas piezas para venir todo prensado en un solo paquete,Positivo
un poco escaso de potencia,Positivo
la pantalla se lee en horizontal y no en vertical aunque tanto en la imagen del producto como en la propia caja se puede leer la información de la pantalla teniendo el teléfono en vertical al encender el reloj nos damos cuenta de que está en horizontal elegí este reloj precisamente por ese motivo así que lo he devuelto no he probado las funcionalidades,Positivo
la calidad de ls guantes es buena pero el dedo gordo de las manos queda muy holgado el resto bien y si los uso me saldrian rojeces y molestias por el resto son unos guantes de maxima calidad,Positivo
buena opción aunque yo le quité el programa de gps que había y puse el igo primo,Positivo
elegí una de marca por qué pensé que sería de calidad no es el caso esta es la aplicación y versión premium no marca bien hace borrones mancha las etiquetas de tinta la tinta es excesiva y no se seca nunca jamás y eso en etiquetas de calidad tambien apli lo llegó a saber y compro una china de euros,Negativo
me cansé del sistema windows phone y decidí optar por un android pero de bajo coste el teléfono funciona bien no le puedes meter mucha caña a veces me desaparece alguna aplicación instalada o por ejemplo el tacto deja mucho que desear cuesta mucho que te reconozca lo que escribes pero claro vale lo que vale y errores o fallos graves no tiene para primera toma de contacto sí que es perfecto,Positivo
el articulo es lo que necesitaba pero la entrega se retraso varios días a lo que estaba previsto por eso no lo califico con las estrellas,Positivo
para mi han sido demasiado blandas y bajascuando te mueves tardan demasiado en recuperar forma y eso resulta incomodo me arrepiento de no haberlas devuelto a tiempo,Negativo
lo tengo xq es cómodo y siempre está la goma recogida,Positivo
es de buena calidad y aperturacierre fácil para los peques además la fiambrera pequeña es útil para separar dos comidas es pequeña sin embargo desde mi punto de vista al meter la fiambrera pequeña dentro de la grande ocupa más de una tercera parte con lo que el espacio es limitado,Positivo
nunca viene mal tener un cable otg para los que tenemos conexion de usb tipoc estoy muy contento con el la calidad de construccion del cable que me a llegado tanto la entrada como la salida usb son robustos y como he dicho antes de mucha calidad para un material como metalico pero creo que es plastico duro aun asi se siente como una construccion de muchisima calidad al igual que en el cable lleva hilo trenzado una proteccion que deberian de llevar todos los cables para su durabilidad me encanta ya que es imposible que se vaya a romper incluso mi gata lo a estado mordiendo y sigue intacto su conectividad es la esperada funciona como debe y no da ningun problema en varios modelos de moviles que tengo transfiere datos y contenido multimedia sin ningun problema además los colores elegidos son muy llamativo elegante y bonito asique estoy muy contento con el resultado final recomiendo encarecidamente este producto,Positivo
el pedido no m ha llegado y quisiera q se avisara sobre q hora llega pues no puedo estar todo el dia en casa gracias,Negativo
no recomiendo no compráis porque no funciona es una mierda y una perdida de tiempo,Negativo
el color bonito encaja en el movil pero es una funda como otra cualquier el chip no funcia con lo cual no cumple su prometido,Negativo
cumple totalmente con mis expectativas y estoy muy satisfecho con este producto lo recomiendo por su efectividad y precio asequible,Positivo
esta bien para el precio la unica pega es que hay que tener cuidado con las cremalleras porque se descolocan enseguida,Positivo
cesta para una bici pequeñita ya que es de tamaño pequeño pero para un bolso o un agua vale ok,Positivo
lo original siempre es lo mejor esta para el precio que tiene no está mal se instala bien y viene con herramientas muy útiles,Positivo
mejor no gastes el dinero y utiliza el tipex de casa,Negativo
esta muy bien para no llevar reloj en la muñeca,Positivo
queda ligeramente grande a pesar de corresponder al modelo de mi teléfono lo que forma burbujas en los bordes al final toca recortarlo,Positivo
la calidad malísima se hacen pelotitas se engancha y salen las hebras es chico con son medidas reales,Negativo
reedito después de un tiempo circulando con la bombillas led llevo el coche a la itv y me dicen quelos coches que no fueron fabricados con faros led no pueden llevar las bombillas led y no me pasa la revisión,Positivo
tenía ya una bajera de microfibra de otro color y me decidí a comprar este modelo más bonito para mi sopresa ha sido que no queda tan justas como las otras haciendo unas pequeñas arrugas no son molestas pero me gustaban más las anteriores modelos,Positivo
no es una nikon pero funciona,Positivo
escobillas mas baratas que las que puedes encontrar en cualquier almacénfácil montaje,Positivo
ha venido correctamente está funcionando en la depuradora de la piscina de momento sin problemas,Positivo
me gusta mucho el cargador inalámbrico los colores odio el hecho de que incluso apagado del todo las luces que se ven de debajo de la base parpadean en rojo y azúl que parecen una sirena de la policia muy molesto las luces del reloj de la hora incluso rebajada la intensidad molestan las fotos están hechas a la de la noche en oscuridad total la foto con la hora está hecha sin encender ninguna luz sólo la de las cifras y aún así se percibe una luz verde alrededor molesta,Positivo
no nos ha gustado nada el móvil va muy lento y no funciona bienlo compramos en junio y ya no tiene garantía a de septiembre fatal,Negativo
pues a ver el producto no es malo para nada y para el precio que tiene muy bien pero llevo como un mes usándolo y yo no noto nada uso serums cremas y demás y no veo diferencia de usar el pinchos este a no usarlo,Positivo
normalmente uso y estas me quedan pequeñas,Negativo
al ponerlo perfectamente milimetrado pierde capacidad táctil cuando se encuentran cerca del borde negro con la a por ejemplo después de unos días ves como se mete polvo entre el protector y la pantalla del móvil esto incluye que hay polvo en todos los agujeritos aunque vengan lo mismo me da si tengo que cambiarlo cada dos semanas la dureza no la puedo comprobar porque no se ha llevado ningún golpe en estos días,Negativo
todo correcto llegó en tiempo y lo he utilizado solamente en una cámara vieja para ver si perfora bien y de momento correcto y la mecha no la metí pero si el útil con el que se mete y bien entró bien,Positivo
fácil de poner queda alguna burbuja pero no se ve,Positivo
después de escuchar el consejo del dentista decidí probar un dispositivo de limpieza dentaleste irrigador dental tiene siete boquillas intercambiablesme gusta muchopuedo limpiar profundamente mis dientes y puedo limpiar mi lengua y limpiar mis dientes mejor que cepillarme los dientes,Positivo
esta bien en principio pero no tengo aún resultados,Positivo
compré esté producto el seis de enero de y hasta la fecha de abril no he recibido nada presenté una queja y se me dijo que hacía demasiado tiempo para reclamar me suena a estafa a pesar del precio muy bajo,Negativo
calidad muy muy justita para el precio que tiene calidad nula suerte que funciona,Negativo
no vale para lo q buscaba,Negativo
no es lo que esperaba y la devolvi,Negativo
es algo grande pero el producto es correcto es lo explicado en la web únicamente me sorprendió el tamaño que era algo grande,Positivo
me llego un día antes es algo grande pero si tienes una mesa de buenas dimensiones no hay problema los materiales son buenos y los auriculares aguantan perfectamente,Positivo
el material es hierro sin templar muy blando,Positivo
el producto me ha encantado fácil de usar y limpiar,Positivo
me lo han vendido como cargador para huawei p lite y no es compatible,Negativo
por ese precio no se puede pedir mas,Positivo
precio vs cualidad perfectos,Positivo
otro artículo que no llega está claro que no se pueden pedir cosas fuera de premium porque la mitad de la veces se pierden una pena no entiendo como amazon deja que estas cosas afecten a su reputación sería mejor que no las vendieran,Negativo
antes q este producto use el de la misma marca el bote con tapa gris y me convence bastante mas,Negativo
lo use para regaloen si calidad precio esta bien,Positivo
no tiene nada que ver con las fotos no encajan bien los dibujos con los adesivos creo que me han enviado algún saldo o las fotos engañan o no lo entiendo es una lástima pero no me gusta que engañen a la gente espero que lo tengan en cuenta para futuros compradores quería comprar más pero visto lo visto buscaré otro proveedor,Negativo
mi hijo esta encantado con el producto dice que va genial y que es super potente recomendable si os gusta este deporte,Positivo
muy bonita pero el rosa es muy chillon,Positivo
para el trabajo muy cómodo,Positivo
muy buena herramienta,Positivo
únicamente un trozo de neopreno y poco más le han salido bolas a los dos días y no recoje barriga,Negativo
suenan muy bien y una vez que aprendes a colocarlos correctamente te olvidas de que los llevas quizás vayan muy justos de sensibilidad y no suenen con un volumen muy alto pero la calidad es muy buena y el aislamiento perfecto muy recomendables,Positivo
colores después de varias lavadas apagados tela normalita pero bueno con el precio que tiene tampoco esperaba masno se le hacen bolitas,Negativo
diseño muy bonito demasiado gruesa y pesa mucho no es práctica,Positivo
muy inferiores a lo que pensaba no me esperaba unos cubiertos tan tan básicos muy baratos pero muy malos los cuchillos no sirven para nada,Negativo
precio medio y calidad ligeramente superior al precio,Positivo
es un cosa muy bien compro el l y es un poco grande para uno de mis perros el es un husky x collie pero funciona bien para mi otro es labrador,Positivo
es como imaginaba material muy finito solo sirve para marcar páginas pero son chulos,Positivo
el producto es de muy buena calidad pero la entrega fue desastrosa como no había nadie en piso cuando fueron a entregarlo lo dejaron en la tienda de la esquina sin yo conocer a nadie de ahí,Positivo
no lo se porque ahun no lo he recibido bastante retraso,Negativo
cumple su función suena bien es pequeño,Positivo
todo genial los productos son de buena calidad resistentes y perfectos es un gran producto realmente muy contento con la compra,Positivo
perfecto funciona todo de maravilla es un gustazo cargar las baterias todas a la vez mejor que una a una,Positivo
muy fácil de poner quedó super bien en el dormitorio,Positivo
desde que puse este dispositivo mejoré mucho la señal de wifi estoy muy satisfecho con él lo recomiendo,Positivo
no me gusto ni la historia ni su desarrollo no lo recomendaré ni a mis enemigos lamento una opinión tan sincera,Positivo
en cuanto al servicio de amazon excelente entrega inmediata aparato en excelente estado en cuanto al drone tuve que devolverlo obedecía a todo excepto el movimiento adelante atrás no tuve ningún problema con el reembolso del dinero,Negativo
no es como me esperaba no colorean el agua y bajo el papel son todas blancas un poco decepcionada pero les daré uso igualmente,Negativo
está bien pero no sirve para mi móvil,Positivo
se puede usar como luz negra pero no lo es por el precio y para uso no profesional está bien,Positivo
son muy cómoda y bonitas aptas para estar mucho tiempo de pie el problema es que resbalan en suelos húmedos o mojados,Positivo
el producto es bueno acepto la devolución sin problemas pero la comunicación con el cliente no es buena me canse de esperar por el rembolso,Negativo
me ha ido muy bien para lo que lo necesitaba,Positivo
hacen un poco de efecto pero si dudas mucho la toalla no llega a tapar todo el sudor,Positivo
tenia serias dudas sobre este producto debido a comentarios que había leído sobre que los agujeros no encajan bien podría parecer que si es cierto que no encajan pero después de dar muchas vueltas a las maderas observe que hay una posición para cada tablón que si antes de atornillar vas comprobando que encaja don de es saldrá todo perfecto,Positivo
muy mala calidad en días se le ha ido la pintura no lo recomiendo,Negativo
me llegó rápido y en perfecto estado y el producto es exactamente lo que estaba buscando es recomendable sin lugar a dudas,Positivo
no es lo que me esperaba vaya desengaño,Negativo
se despega con facilidad en superficies planas com azulejos y otros,Positivo
muchas cosas y poca vitamina b,Positivo
una de las lols vino sin la muñeca solo los acessórios,Negativo
funciona pero es demasiado lenta hacer un café puede llevar media hora no es lo esperado por su coste y la marca,Negativo
perfecto para mis necesidades,Positivo
en el momento que hay que hacer fuerza se desboca le falta calidad salvo que la pieza no está muy apretada pero este tipo de pizas con el calor suelen estar bien agarradas,Negativo
en mi opinión muy flojas están bien de precio pero en esta ocasión merece la pena otras más gruesas y fuertes como las del decathlon,Negativo
la mitad han llegado rotas,Negativo
no hace nada no lo recomiendo,Negativo
la goma de los agujeros se rompe de quitar el reloj,Positivo
el tamaño es lo más pequeño posible y aun así caben unas tarjetas además tiene compartimento de billetes el material parece duradero el tiempo lo dirá la protección está comprobada de hecho la tarjeta de acceso al trabajo no me la lee dentro de la cartera,Positivo
máquina pequeña con estuche y guante masajeador el único pero el cable un poco corto ya que no es inalámbrico y según en que lugar el cable no da el largo preciso pero funciona fantástico y específicamente co vello diminuto y fino,Positivo
algunos son un poco grandes para niñas pequeñas y en un par la bolita no se engancha es como si estuviera pasada la rosca del pendiente y ese par no lo puedo usar,Positivo
he probado varios pero este es el único que funciona al principio primer o segundo dia sentía algo de picor en las axilas pero después de aplicarme lo más veces ya no siento nada de nada cero sudor cero picor de,Positivo
hola compré estas lámparas de posición para un ww touareg porque en el anuncio se hacía referencia a que eran can bus es decir no daban error en el cuadro pero eso no es así cada vez que pongo las luces me da señal de avería y eso me fastidia bastante creo que deberían poner la compatibilidad mejor definida,Negativo
muy compañera para llevarla de viaje con refuerzo para los roces,Positivo
muy muy malo no cierra y en cuanto llegan el otoño le entra agua y deja de funcionar no comprar,Negativo
gatito dentro de una caja que al echar una moneda sale a recogerla funciona con pilas despues de varios usos sigue funcionando bien,Positivo
pequeño barato y cumple bien con su funcion lo dificil es encontrar un tramo de emisora vacia pero eso no es culpa del aparato,Positivo
es bueno hace mucha espuma y no necesitas usar mucho pues enjabona muy bien el pelo no lo ha dejado blanco del todo pero a base de lavados se irá quedando mejor,Positivo
eso que necesitaba,Positivo
no sé fija bien a la barandilla y tiende a cerrarse cuando colocas las cuerdas no las puedes tensar también se desliza hacia abajo con el peso de la ropa no me resulta practico,Negativo
material de muy mala calidad no duró un año,Negativo
los compre para el cumpleaños de las niñas y la verdad que duraron mucho más de lo esperado yo los colgué en el exterior a los dos días con el calor se explotaron los globos evidentemente pero las luces seguían luciendo en la arena,Positivo
algunos vienen rotos,Negativo
es una gran marca crema azul para mantener la hidratación del cuerpo pero si la tienes realmente muy seca la piel utiliza primero la que es para piel extra seca la azul no es reparadora es solo mantenimiento,Positivo
quisiera devolver el producto no hincha,Negativo
funciona bien por lo poquito que lo uso muy bien y ligero para viajar,Positivo
expléndido llego a tiempo gracias,Positivo
pedí este aparato para vapear buscando uno con una potencia alta no me gusta que al aspirar apenas entre vapor y con este he conseguido evitar esto lo malo es que el aparato viene sin batería y me dí cuenta bastante tarde entre que amazon lo dejó en casa de un vecino coincidimos los dos y me di cuenta de lo de la batería pasó casi un día entero ayer a medio dia ya pude comprar una y usarlo en mi opinión aunque tengan que subirle el precio debería venir con la batería como el resto de los aparatos que venden,Positivo
es un producto que se adapta a nuestras necesidades encaja perfectamente y cumple con la necesidades de protección requeridas está correcto,Positivo
buen producto perfectas condiciones se me ha caído ya varias veces y no le ha pasado nada el primer mando se me rompió nada caer la primera vez contenta volvería a comprar en amazon,Positivo
agusta perfectamente al movil al modelo de huawei p lite q se indica en la descripcion evita q se resvale el movil y queda muy bonita la gente me pregunta donde la he comprado,Positivo
se ajusta bien aunque el aparato para ajustar la pantalla no cabe bien en el iphone pro max se notan muchísimo las huellas incluso nada más ponerlo incluso se le pega el polvo a la pantalla la he tenido que tirar,Negativo
bueno va de cine el trasto este de vaporizar hierva la pena es que ya subio de precio i eso,Positivo
la calidad del plástico es realmente mala había tenido otra case usb orico metálica y la verdad es que me ha defraudado un poco la compré por tampoco se le pueden pedir peras al olmo funcionar funciona igual de bien que la que tenía,Positivo
normal más pequeña de lo que esperaba,Positivo
viene bastante doblada y es bastante difícil dejarla plana con respecto al suelo tropezones en potencia no muy gruesa tiene pinta de que durará bastante poco y digo barata según por dónde se mire porque no lo será si dentro de meses tengo que comprar otra,Negativo
es una bascula de baño donde te pesas dia y dia y esos datos inmediatamente entra a la aplicacion de movil que te tienes que descargar su montaje es ponerle pila y ya esta a parte de eso te pesa tambien el volumen de agua y musculatura por lo que tambien tiene grandes caracteriscas en un producto pequeño recomendado,Positivo
no está mal por la relación calidadprecio pero no es tan completa como otras,Positivo
el producto es ideal para usar con ordenadores los cuales no tengan conector de usb y si conexión bluetooth es muy preciso y fácil de emparejar no crea problema en cuanto uso tiene un diseño muy bonito y viene bien empaquetado,Positivo
el tóner tiene un fallo importante el chip que lleva adherido no lo reconoce y por tanto la impresora lo rechaza continuamente,Negativo
por el precio estan bien la calidad no es mala pero no esperes mucho por este precio,Positivo
aún no he recibido el productohice una devolución antes de que llegara la batería pero aún sin recibirla ni devolución del importe,Negativo
ya tenía un modelo anterior de la misma marca pero después de usarlo durante mas de veinte años todos los días dejó de funcionar y como estaba muy contento con él opté por otro igual y estoy contento hace unos años le regalé uno a una compañera sigue con él y hace ya mas de seis años,Positivo
la botella aguanta muy bien tanto el frío como el calor sin embargo le doy tres estrellas por que no contiene un cepillo para limpiar el interior,Positivo
es una buena almohada para aquellos con problemas de cervicales ofrece buena sujeción tanto boca arriba como de lado el único pero es que no dura tanto como una de marca buena pero claro también vale o veces menos,Positivo
la máscara en sí está bien pero por higiene debería venir retractilada con un precinto para abre facíl para dar mayor confianza al producto el precio es inmejorable,Positivo
lo que dice el anuncio,Positivo
